Rial value of the line,Rial value of the line after discount,Rial value of the old line,brand,Rial value of invoice products,packaging,Number of product discounts,Rial discount calculated,Quantity purchased,Distributor,Sum of purchased quantity and product discount,Settlement discount percentage,Riyal volume discount percentage of the invoice,Riyal discount percentage of the line,Basket discount percentage,Discount percentage of the product line,Discount percentage of invoice goods,Percentage of total discounts for one product,Tax percentage on the invoice,Tax percentage on the line,Final tax percentage,invoice date day,invoice year month,The basic price of a product,Invoice serial number,The price of one item for the shopkeeper with all discounts applied,Store code,Shop class,Standard group,Strategic group,Bazar group,Invoice date month,Neighborhoods,Characteristic 2,Characteristic 3,area,Characteristic 1,Numeric area,How to settle,weight,Feature 1,Feature 2
2093329,2093329,2136050,Berlin,5179420,Pat,0,42721,7,Pishtaz,7,0,0,2,0,0,0,200.00%,0,0,0,,140102,305150,10133402976,299047,101334,C,Spices and salt,Seasoning and spices,black pepper,,Masi,,,15,fennel,15,1,90,,
2093329,2093329,2136050,Berlin,26128826,Pat,0,42721,7,Pishtaz,7,0,0,2,0,0,0,200.00%,0,0,0,,140102,305150,10126315207,299047,101263,A,Spices and salt,Seasoning and spices,black pepper,,Sani,,,1,fennel,1,1,90,,
2285215,2096527.28,2160328,Setare,8543204,Pat,0,237636.08,8,TakhtJamshid,8,2.96600008,0,8,0,0,0,1100.00%,9,8.413999557,9,,140101,270041,10152207194,262065.91,101522,C,Spices and salt,Seasoning and spices,cinnamon,,Kasif,,,6,,6,1,90,,
2099048,2099048,2136050,Berlin,13555405,Pat,0,36312.85,7,Pishtaz,7,1.731999993,0,0,0,0,0,170.00%,0,0,0,,140102,305150,10126316031,299864,101263,A,Spices and salt,Seasoning and spices,black pepper,,Sani,,,1,fennel,1,1,90,,
2100000,2100000,2100000,Unknown,8400000,nylon,0,0,30,Ronisa,30,0,0,0,0,0,0,0.00%,0,0,0,,140103,70000,10172001472,70000,101720,D,Spices and salt,Seasoning and spices,Turmeric,,Ebi,,,17,,17,1,50,,
2100000,2100000,2100000,Sarafraz,53640000,nylon,0,0,7,Baroon,7,0,0,0,0,0,0,0.00%,0,0,0,,140103,300000,10152805519,300000,101528,A,Spices and salt,Seasoning and spices,red pepper,,Homa,,,2,,2,1,0,,
2100000,2100000,2100000,Unknown,31675000,nylon,0,0,30,Ronisa,30,0,0,0,0,0,0,0.00%,0,0,0,,140101,70000,10148702635,70000,101487,D,Spices and salt,Seasoning and spices,starch,,JeyJey,,,9,,9,1,0,,
2100000,2100000,2100000,Unknown,2100000,nylon,0,0,30,Kooh,30,0,0,0,0,0,0,0.00%,0,0,0,,140103,70000,10142101184,70000,101421,C,Spices and salt,Seasoning and spices,Turmeric,,Masi,,,15,,15,1,70,,
2100000,2100000,2100000,Unknown,6300000,nylon,0,0,30,Kooh,30,0,0,0,0,0,0,0.00%,0,0,0,,140102,70000,10133402951,70000,101334,C,Spices and salt,Seasoning and spices,Turmeric,,Masi,,,15,,15,1,0,,
2100000,2100000,2100000,Unknown,11750000,nylon,0,0,30,Ronisa,30,0,0,0,0,0,0,0.00%,0,0,0,,140101,70000,10113706859,70000,101137,C,Spices and salt,Seasoning and spices,black pepper,,Vardi,,,7,,7,1,0,,
2291654,2102434.56,2009172,Damavand,4201752,Pat,0,80366.88,12,Golijan,12,0,0,3.997999907,0,0,0,400.00%,9,8.640000343,9,,140103,167431,10202901023,175202.88,102029,A,Spices and salt,Seasoning and spices,curry spice,,Zendan,,,1,,1,1,75,,
2103368,2103367.7,2487100,Berlin,6408596,Pat,0,383013.4,14,Pishtaz,14,0,0,2,0,0,13.4289999,1540.00%,0,0,0,,140101,177650,10175501065,150240.55,101755,A,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,90,special,
2300299,2110366.35,2199375,Family,6450690,Pat,0,263925,15,Farben,15,1.970000029,0,10,0,0,0,1200.00%,9,6.434000015,9,,140102,146625,10187202268,140691.09,101872,A,Spices and salt,Seasoning and spices,red pepper,,Vanak,,,3,,3,1,150,,
2188075,2110452.72,2120400,Erste,18877000,nylon,0,84816,12,TakhtJamshid,12,4,0,0,0,0,0,400.00%,3.677999973,3.677999973,3.677999973,,140101,176700,10163201883,175871.06,101632,A,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,150,,
2302583,2112461.46,2141478,Lovely,64536450,nylon,0,203440.41,6,Rasht,6,0,0,9.5,0,0,0,950.00%,9,8.673000336,9,,140103,356913,10161408880,352076.91,101614,B,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,2,,2,1,175,,
2114626,2114625.96,3180000,Immer,26628000,Pat,0,1065300,12,Bal,12,3.502000093,0,30,0,0,0,3350.00%,0,0,0,,140102,265000,10155405684,176218.83,101554,A,Spices and salt,Seasoning and spices,Paprika pepper,,Ame,,,5,Powder,5,2,60,,
2235303,2114842.08,2184000,Frueh,14644464,nylon,0,69888,12,Binalood,12,3.167000055,0,0,0,0,0,320.00%,0,5.696000099,5.696000099,,140102,182000,10161207414,176236.84,101612,B,Spices and salt,Seasoning and spices,cardamom,,Hend,,,6,,6,1,10,,
2121141,2121140.7,2487100,Berlin,16726792,Pat,0,365603.7,14,Pishtaz,14,0,0,2,10.02400017,0,2.690000057,1470.00%,0,0,0,,140101,177650,10140203591,151510.05,101402,C,Spices and salt,Seasoning and spices,Turmeric,,Jey,,,10,,10,1,90,special,
2317800,2126422.14,2179716,Lovely,64906134,nylon,0,228870.18,6,Rasht,6,0,0,10.5,0,0,0,1050.00%,9,8.437999725,9,,140103,363286,10138901665,354403.69,101389,C,Spices and salt,Seasoning and spices,black pepper,,NanBala,,,3,,3,1,175,,
2323270,2131440.6,2241156,Lovely,16638696,nylon,0,284626.812,12,Rasht,12,0,0,12.74800014,0,0,0,1270.00%,9,8.050999641,9,,140101,186763,10105509885,177620.05,101055,B,Spices and salt,Seasoning and spices,Turmeric,,Binam,,,10,,10,1,155,,
2336373,2143461.52,2160328,Setare,7748868,Pat,0,194429.52,8,TakhtJamshid,8,2.97300005,0,6,0,0,0,900.00%,9,0,9,,140101,270041,10125612290,267932.69,101256,B,Spices and salt,Seasoning and spices,cinnamon,,Nan,,,1,,1,1,90,,
2337766,2144739.36,2241156,Lovely,35727678,nylon,0,273421.032,12,Rasht,12,1.203999996,0,11,0,0,0,1220.00%,9,8.282999992,9,,140102,186763,10209500125,178728.28,102095,B,Spices and salt,Seasoning and spices,Turmeric,,Goli,,,22,,22,1,155,,
2145000,2145000,3900000,Immer,68160000,Pat,0,1755000,12,Bal,12,5,0,40,0,0,0,4500.00%,0,0,0,,140103,325000,10209200847,178750,102092,B,Spices and salt,Seasoning and spices,red pepper,,Restooran,,,1,,1,1,100,,
2340723,2147452.14,2013576,Golijan,9879972,Pat,0,44298.672,6,Golijan,6,2.157000065,0,0,0,0,0,220.00%,9,8.032999992,9,,140101,335596,10178901822,357908.69,101789,B,Spices and salt,Seasoning and spices,cinnamon,,Reza,,,2,Wood,2,1,70,,
2148000,2148000,2148000,Herkool,28922000,nylon,0,0,12,Aroosha,12,0,0,0,0,0,0,0.00%,0,0,0,,140102,179000,10123607316,179000,101236,C,Spices and salt,Seasoning and spices,vanilla,,Tehranhead,,,21,,21,1,50,,
2343163,2149690.86,2013576,Golijan,39125593,Pat,0,42285.096,6,Golijan,6,2.055000067,0,0,0,0,0,210.00%,9,4.340000153,9,,140101,335596,10163201456,358281.81,101632,A,Spices and salt,Seasoning and spices,cinnamon,,NanBala,,,3,Wood,3,1,70,,
2343286,2149803.54,2013576,Golijan,18086856,Pat,0,40271.52,6,Golijan,6,2.049999952,0,0,0,0,0,200.00%,9,0,9,,140102,335596,10132302542,358300.59,101323,C,Spices and salt,Seasoning and spices,cinnamon,,Abadi,,,19,Wood,19,1,70,,
2343952,2150414.4,2040000,Frueh,4188000,Pat,0,67320,12,Binalood,12,3.290999889,0,0,0,0,0,330.00%,9,9.305999756,9,,140102,170000,10195001632,179201.2,101950,B,Spices and salt,Seasoning and spices,garlic powder,,NanBala,,,3,,3,1,100,,
2344395,2150820.96,2040000,Frueh,5124000,Pat,0,67320,12,Binalood,12,3.273000002,0,0,0,0,0,330.00%,9,9.305000305,9,,140102,170000,10208700320,179235.08,102087,B,Spices and salt,Seasoning and spices,garlic powder,,GroserZar,,,3,,3,1,100,,
2346391,2152652,2375336,Setare,7859772,Pat,0,401431.784,8,TakhtJamshid,8,2.85800004,0,14,0,0,0,1690.00%,9,8.095999718,9,,140101,296917,10141804821,269081.5,101418,B,Spices and salt,Seasoning and spices,black pepper,,Usef,,,6,,6,1,90,,
2347515,2153683.14,2179716,Lovely,15189000,nylon,0,204893.304,6,Rasht,6,0,0,9.352999687,0,0,0,940.00%,9,7.620999813,9,,140102,363286,10191901722,358947.19,101919,C,Spices and salt,Seasoning and spices,black pepper,,Eshgh,,,12,,12,1,175,,
2349092,2155129.92,2221764,Setare,8995248,nylon,0,244394.04,12,TakhtJamshid,12,3.007999897,0,8,0,0,0,1100.00%,9,8.536999702,9,,140102,185147,10158506036,179594.16,101585,C,Spices and salt,Seasoning and spices,black pepper,,Safran,,,1,,1,1,50,,
2351610,2157440.72,2160328,Setare,9693280,Pat,0,181467.552,8,TakhtJamshid,8,2.378999949,0,6,0,0,0,840.00%,9,8.791000366,9,,140101,270041,10143406426,269680.09,101434,B,Spices and salt,Seasoning and spices,cinnamon,,Laanat,,,11,,11,1,90,,
2161034,2161034.33,2520000,Looche,113842000,Pat,0,357840,9,Tak,9,3.318000078,0,0,0,0,25.17300034,2840.00%,0,0,0,,140102,560000,10130716380,480222.89,101307,A,Spices and salt,Seasoning and spices,black pepper,,Sina,,,12,Powder,12,1,100,,
2358067,2163364.14,2179716,Lovely,10759550,nylon,0,193994.724,6,Rasht,6,0.944999993,0,8,0,0,0,890.00%,9,8.75399971,9,,140102,363286,10178301401,360560.69,101783,C,Spices and salt,Seasoning and spices,black pepper,,Ahan,,,22,,22,1,175,,
2359914,2165059.04,2232000,Setare,10453544,Pat,0,245520,8,TakhtJamshid,8,3.007999897,0,8,0,0,0,1100.00%,9,0,9,,140103,279000,10135213492,270632.38,101352,A,Spices and salt,Seasoning and spices,cinnamon,,Kar,,,1,,1,1,90,,
2167466,2167466.42,2487100,Berlin,24760590,Pat,0,320835.9,14,Pishtaz,14,0,0,2,10.64999962,0,0.202000007,1290.00%,0,0,0,,140102,177650,10155405384,154819.03,101554,A,Spices and salt,Seasoning and spices,Turmeric,,Ame,,,5,,5,1,90,special,
2366028,2170667.76,2012184,Damavand,7949888,Pat,0,20121.84,8,Golijan,8,1.031000018,0,0,0,0,0,100.00%,9,0,9,,140103,251523,10103614557,271333.47,101036,A,Spices and salt,Seasoning and spices,Turmeric,,Kasif,,,6,,6,1,200,,
2171750,2171750,2171750,Berlin,9309230,Pat,0,0,7,Pishtaz,7,0,0,0,0,0,0,0.00%,0,0,0,,140103,310250,10190901994,310250,101909,B,Spices and salt,Seasoning and spices,cinnamon,,Janat,,,5,Powder,5,1,75,,
2172673,2172672.6,2221764,Setare,5129508,nylon,0,48878.808,12,TakhtJamshid,12,2.210000038,0,0,0,0,0,220.00%,0,0,0,,140103,185147,10138109873,181056.05,101381,C,Spices and salt,Seasoning and spices,black pepper,,Fery,,,5,,5,1,50,,
2227642,2173245.72,2221764,Setare,11285096,nylon,0,48878.808,12,TakhtJamshid,12,2.184000015,0,0,0,0,0,220.00%,0,2.503000021,2.503000021,,140103,185147,10148910141,181103.81,101489,B,Spices and salt,Seasoning and spices,black pepper,,Satar,,,2,,2,1,50,,
2370892,2175129.96,2100552,Golijan,96903114,Pat,0,105027.6,12,Golijan,12,0,0,5,0,0,0,500.00%,9,1.894000053,9,,140103,175046,10139008276,181260.83,101390,B,Spices and salt,Seasoning and spices,ginger,,Satar,,,2,,2,1,55,,
2178152,2178152.34,2487100,Berlin,6818275,Pat,0,308400.4,14,Pishtaz,14,0,0,2,0,0,10.42199993,1240.00%,0,0,0,,140102,177650,10160400923,155582.31,101604,C,Spices and salt,Seasoning and spices,Turmeric,,War,,,14,,14,1,90,special,
2183181,2183180.72,2487100,Berlin,7442450,Pat,0,303426.2,14,Pishtaz,14,0,0,2,0,0,10.22000027,1220.00%,0,0,0,,140101,177650,10195202280,155941.48,101952,A,Spices and salt,Seasoning and spices,Turmeric,,Bala,,,1,,1,1,90,special,
2380253,2183718,2201280,Setare,6743768,nylon,0,198115.2,12,TakhtJamshid,12,2.989000082,0,6,0,0,0,900.00%,9,0,9,,140101,183440,10177200906,181976.5,101772,B,Spices and salt,Seasoning and spices,thyme,,Pars,,,4,,4,1,50,,
2381630,2184981.6,2201832,Lovely,7841616,nylon,0,198164.88,12,Rasht,12,0.958999991,0,8,0,0,0,900.00%,9,8.883000374,9,,140103,183486,10210100379,182081.8,102101,B,Spices and salt,Seasoning and spices,Turmeric,,Ahan,,,22,,22,2,155,,
2288359,2185530,2505420,Setare,13760084,nylon,0,320693.76,12,TakhtJamshid,12,2.767999887,0,10,0,0,0,1280.00%,0,4.704999924,4.704999924,,140101,208785,10161408810,182127.5,101614,B,Spices and salt,Seasoning and spices,cinnamon,,Gharb,,,2,Wood,2,1,40,A cigarette,
2385165,2188225.04,2160328,Setare,4016920,Pat,0,153383.288,8,TakhtJamshid,8,3.072000027,0,4,0,0,0,710.00%,9,8.723999977,9,,140101,270041,10143507678,273528.13,101435,B,Spices and salt,Seasoning and spices,cinnamon,,Bicharegi,,,11,,11,1,90,,
2190300,2190300,2235000,Unknown,22932000,metal can,0,44700,3,Ahoora,3,0,0,2,0,0,0,200.00%,0,0,0,,140103,745000,10181603357,730100,101816,B,Spices and salt,Seasoning and spices,sour dough,,Sani,,,1,,1,1,0,French,
2193722,2193721.74,2487100,Berlin,7253920,Pat,0,293477.8,14,Pishtaz,14,0,0,2,0,0,9.795999527,1180.00%,0,0,0,,140102,177650,10172905008,156694.41,101729,B,Spices and salt,Seasoning and spices,Turmeric,,TehranNew,,,13,,13,1,90,special,
2196000,2196000,2196000,Unknown,4543080,Pat,0,0,36,Ronisa,36,0,0,0,0,0,0,0.00%,0,0,0,,140102,61000,10126506697,61000,101265,B,Spices and salt,Seasoning and spices,starch,,Ghole,,,3,granule,3,1,80,,
2198489,2198489.16,2487100,Berlin,7253750,Pat,0,288503.6,14,Pishtaz,14,1.807999969,0,0,0,0,9.795999527,1160.00%,0,0,0,,140101,177650,10143508420,157034.94,101435,B,Spices and salt,Seasoning and spices,Turmeric,,Bicharegi,,,11,,11,1,90,special,
2200000,2200000,2200000,Unknown,9800000,Pat,0,0,20,Ronisa,20,0,0,0,0,0,0,0.00%,0,0,0,,140102,110000,10143508805,110000,101435,B,Spices and salt,Seasoning and spices,black pepper,,Bicharegi,,,11,,11,1,0,,
2402520,2204146.56,2487960,Setare,16305844,nylon,0,465248.52,12,TakhtJamshid,12,2.721999884,0,16,0,0,0,1870.00%,9,7.159999847,9,,140102,207330,10148909764,183678.88,101489,B,Spices and salt,Seasoning and spices,thyme,,Satar,,,2,,2,1,50,,
2205000,2205000,2940000,Immer,16500000,Pat,0,735000,12,Bal,12,0,0,25,0,0,0,2500.00%,0,0,0,,140101,245000,10176703303,183750,101767,A,Spices and salt,Seasoning and spices,garlic powder,,Fery,,,5,,5,1,100,,
2205000,2205000,2940000,Immer,17208000,Pat,0,735000,12,Bal,12,0,0,25,0,0,0,2500.00%,0,0,0,,140101,245000,10163201852,183750,101632,A,Spices and salt,Seasoning and spices,garlic powder,,NanBala,,,3,,3,1,100,,
2205000,2205000,2940000,Immer,24048000,Pat,0,735000,12,Bal,12,0,0,25,0,0,0,2500.00%,0,0,0,,140102,245000,10111503739,183750,101115,A,Spices and salt,Seasoning and spices,red pepper,,Aboozar,,,5,,5,1,100,,
2411047,2211969.96,2201280,Setare,7738332,nylon,0,171699.84,12,TakhtJamshid,12,2.811000109,0,5,0,0,0,780.00%,9,8.840999603,9,,140101,183440,10148804686,184330.83,101488,B,Spices and salt,Seasoning and spices,thyme,,JeyJey,,,9,,9,1,50,,
2297080,2215953.96,2856948,Setare,38082198,nylon,0,639956.352,12,TakhtJamshid,12,2.436000109,0,20,0,0,0,2240.00%,0,3.661000013,3.661000013,,140102,238079,10151509022,184662.83,101515,A,Spices and salt,Seasoning and spices,cinnamon,,Janat,,,5,Wood,5,1,40,A cigarette,
2337929,2219770.68,2195400,Erste,9348600,Pat,0,87816,6,TakhtJamshid,6,0,0,4,0,0,0,400.00%,5.322999954,5.322999954,5.322999954,,140103,365900,10148005921,369961.78,101480,B,Spices and salt,Seasoning and spices,Baking powder,,NanBala,,,3,,3,1,50,salt shaker,
2223000,2223000,3420000,Immer,44160000,Pat,0,1197000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140101,285000,10151705902,185250,101517,B,Spices and salt,Seasoning and spices,ginger,,Government,,,3,Powder,3,1,50,,
2234637,2234636.9,2400000,Setare,41134200,carton,0,165600,10,Gilan,10,0,6.889999866,0,0,0,0,690.00%,0,0,0,,140101,240000,10161207001,223463.69,101612,B,Spices and salt,Seasoning and spices,cardamom,,Hend,,,6,,6,1,0,,
2436868,2235659.04,2232000,Setare,6146528,Pat,0,180792,8,TakhtJamshid,8,3.105999947,0,5,0,0,0,810.00%,9,8.824000359,9,,140102,279000,10175501362,279457.38,101755,A,Spices and salt,Seasoning and spices,cinnamon,,Homa,,,2,,2,1,90,,
2438283,2236956.54,2333946,Golijan,205067281,nylon,0,282407.466,6,Golijan,6,3.069000006,0,9,0,0,0,1210.00%,9,5.097000122,9,,140102,388991,10161408466,372826.09,101614,B,Spices and salt,Seasoning and spices,Turmeric,,Gharb,,,2,,2,1,310,,
2438945,2237564.48,2232000,Setare,5572068,Pat,0,178560,8,TakhtJamshid,8,3.028000116,0,5,0,0,0,800.00%,9,6.124000072,9,,140102,279000,10177303660,279695.56,101773,A,Spices and salt,Seasoning and spices,cinnamon,,Mahalat,,,1,,1,1,90,,
2241872,2241871.8,2487100,Berlin,7206912,Pat,0,246222.9,14,Pishtaz,14,0,0,0,0,0,9.859999657,990.00%,0,0,0,,140102,177650,10158002866,160133.7,101580,B,Spices and salt,Seasoning and spices,Turmeric,,Kerman,,,8,,8,1,90,special,
2451226,2248831.08,2221764,Setare,5047596,nylon,0,157745.244,12,TakhtJamshid,12,3.138999939,0,4,0,0,0,710.00%,9,0,9,,140103,185147,10102808655,187402.59,101028,B,Spices and salt,Seasoning and spices,black pepper,,Fery,,,5,,5,1,50,,
2250000,2250000,2250000,Unknown,24100000,nylon,0,0,50,Ronisa,50,0,0,0,0,0,0,0.00%,0,0,0,,140101,45000,10134704218,45000,101347,C,Spices and salt,Seasoning and spices,Turmeric,,Ahan,,,22,,22,1,0,,
2250000,2250000,2250000,Unknown,7650000,nylon,0,0,15,Ronisa,15,0,0,0,0,0,0,0.00%,0,0,0,,140102,150000,10129814361,150000,101298,A,Spices and salt,Seasoning and spices,starch,,Sani,,,1,corn starch,1,1,0,,
2250000,2250000,2250000,Unknown,3050000,nylon,0,0,25,Ronisa,25,0,0,0,0,0,0,0.00%,0,0,0,,140103,90000,10102407623,90000,101024,B,Spices and salt,Seasoning and spices,Turmeric,,Fery,,,5,,5,1,80,,
2457548,2254631.28,2375336,Setare,14397288,Pat,0,306418.344,8,TakhtJamshid,8,2.91899991,0,10,0,0,0,1290.00%,9,7.515999794,9,,140102,296917,10161408642,281828.91,101614,B,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,2,,2,1,90,,
2460153,2257021.28,2709800,Setare,52391238,Pat,0,639512.8,8,TakhtJamshid,8,1.585999966,0,22,0,0,0,2360.00%,9,7.089000225,9,,140103,338725,10151509288,282127.66,101515,A,Spices and salt,Seasoning and spices,black pepper,,Janat,,,5,,5,1,90,,
2428603,2262407.04,2195400,Erste,7720200,Pat,0,87816,6,TakhtJamshid,6,4,0,0,0,0,0,400.00%,7.346000195,7.346000195,7.346000195,,140103,365900,10187403682,377067.84,101874,A,Spices and salt,Seasoning and spices,Baking powder,,Marz,,,2,,2,1,50,salt shaker,
2468482,2264662.32,2284404,Golijan,18086856,Pat,0,207880.764,12,Golijan,12,2.049999952,0,7,0,0,0,910.00%,9,0,9,,140102,190367,10132302542,188721.86,101323,C,Spices and salt,Seasoning and spices,Paprika pepper,,Abadi,,,19,,19,1,80,,
2264826,2264826.48,2400000,Herkool,131470800,Pat,0,134400,24,Aroosha,24,2.920000076,0,2,0,0,0.712000012,560.00%,0,0,0,,140101,100000,10146110347,94367.77,101461,A,Spices and salt,Seasoning and spices,Turmeric,,Winner,,,14,,14,1,100,,
2470482,2266497.44,2498208,Setare,28791560,Pat,0,419698.944,16,TakhtJamshid,16,2.766000032,0,14,0,0,0,1680.00%,9,6.380000114,9,,140102,156138,10125612652,141656.09,101256,B,Spices and salt,Seasoning and spices,Turmeric,,Nan,,,1,,1,1,90,,
2268000,2268000,2268000,Unknown,5603400,Pat,0,0,6,Ronisa,6,0,0,0,0,0,0,0.00%,0,0,0,,140103,378000,10209200542,378000,102092,B,Spices and salt,Seasoning and spices,cinnamon,,Restooran,,,1,,1,1,70,,
2268676,2268675.78,2487100,Berlin,10477500,Pat,0,218864.8,14,Pishtaz,14,0,0,2,0,0,6.782000065,880.00%,0,0,0,,140102,177650,10194802539,162048.27,101948,C,Spices and salt,Seasoning and spices,Turmeric,,Bala,,,1,,1,1,90,special,
2476187,2271731.04,2221764,Setare,2853775,nylon,0,137749.368,12,TakhtJamshid,12,3.194000006,0,3,0,0,0,620.00%,9,9.079999924,9,,140103,185147,10126902749,189310.92,101269,B,Spices and salt,Seasoning and spices,black pepper,,Daryoush,,,18,,18,1,50,,
2476767,2272263.72,2221764,Setare,3388956,nylon,0,137749.368,12,TakhtJamshid,12,3.171999931,0,3,0,0,0,620.00%,9,0,9,,140103,185147,10177201300,189355.31,101772,B,Spices and salt,Seasoning and spices,black pepper,,Pars,,,4,,4,1,50,,
2272400,2272400,2392000,Setare,11836000,Pat,0,119600,8,Irani,8,0,0,5,0,0,0,500.00%,0,0,0,,140103,299000,10123013404,284050,101230,B,Spices and salt,Seasoning and spices,cinnamon,,Satar,,,2,,2,1,90,,
2280000,2280000,2280000,Loot,57018000,nylon,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140103,380000,10209500369,380000,102095,B,Spices and salt,Seasoning and spices,cinnamon,,Goli,,,22,Wood,22,1,0,,
2280000,2280000,2280000,Loot,26874000,nylon,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140101,380000,10151706134,380000,101517,B,Spices and salt,Seasoning and spices,cinnamon,,Government,,,3,Wood,3,1,0,,
2486827,2281493.04,2232000,Setare,4615728,Pat,0,138384,8,TakhtJamshid,8,3.22300005,0,3,0,0,0,620.00%,9,0,9,,140103,279000,10163202311,285186.63,101632,A,Spices and salt,Seasoning and spices,cinnamon,,NanBala,,,3,,3,1,90,,
2289000,2289000,2289000,Mahi,7546500,Pat,0,0,15,Paytakht,15,0,0,0,0,0,0,0.00%,0,0,0,,140102,152600,10149005167,152600,101490,B,Spices and salt,Seasoning and spices,thyme,,Satar,,,2,,2,1,60,,
2496979,2290806.24,2284404,Golijan,504792739,Pat,0,182752.32,12,Golijan,12,0,0,8,0,0,0,800.00%,9,0,9,,140103,190367,10161408894,190900.52,101614,B,Spices and salt,Seasoning and spices,Paprika pepper,,Gharb,,,2,,2,1,80,,
2293470,2293470,2293470,Mahi,10884670,Pat,0,0,15,Jigar,15,0,0,0,0,0,0,0.00%,0,0,0,,140102,152898,10180004492,152898,101800,B,Spices and salt,Seasoning and spices,thyme,,Ashraf,,,5,Powder,5,1,60,,
2471419,2299080,2346000,Amn,44592310,carton,0,46920,12,Behesht,12,0,0,2,0,0,0,200.00%,0,7.495999813,7.495999813,,140102,195500,10173002568,191590,101730,B,Spices and salt,Seasoning and spices,cardamom,,Khale,,,8,,8,1,0,Tow shekels,
2299080,2299080,2346000,Amn,2346000,carton,0,46920,12,Behesht,12,0,0,2,0,0,0,200.00%,0,0,0,,140102,195500,10157800477,191590,101578,C,Spices and salt,Seasoning and spices,cardamom,,Kerman,,,8,,8,1,0,Tow shekels,
2304000,2304000,3840000,Immer,32100000,Pat,0,1536000,12,Bal,12,0,0,40,0,0,0,4000.00%,0,0,0,,140102,320000,10194802297,192000,101948,C,Spices and salt,Seasoning and spices,curry spice,,Bala,,,1,,1,1,100,,
2305322,2305321.56,2505420,Setare,7826888,nylon,0,200433.6,12,TakhtJamshid,12,2.986999989,0,5,0,0,0,800.00%,0,0,0,,140101,208785,10102103366,192110.13,101021,A,Spices and salt,Seasoning and spices,cinnamon,,Gharb,,,5,Wood,5,1,40,A cigarette,
2505183,2305949.28,2211000,Erste,3970200,Pat,0,88440,6,TakhtJamshid,6,0,0,4,0,0,0,400.00%,8.640000343,8.640000343,8.640000343,,140102,368500,10195001638,384324.88,101950,B,Spices and salt,Seasoning and spices,Baking powder,,NanBala,,,3,,3,1,50,salt shaker,
2310000,2310000,2310000,Lotoflower,59102008,nylon,0,0,30,Dahat,30,0,0,0,0,0,0,0.00%,0,0,0,,140103,77000,10176703780,77000,101767,A,Spices and salt,Seasoning and spices,pecan,,Fery,,,5,,5,1,0,,
2314000,2314000,3560000,Immer,44648000,Pat,0,1246000,8,Bal,8,0,0,35,0,0,0,3500.00%,0,0,0,,140102,445000,10151508500,289250,101515,A,Spices and salt,Seasoning and spices,black pepper,,Janat,,,5,seed,5,1,50,Grinder,
2317784,2317784,2487100,Berlin,15820374,Pat,0,169122.8,14,Pishtaz,14,0,0,2,0,0,4.808000088,680.00%,0,0,0,,140101,177650,10135212618,165556,101352,A,Spices and salt,Seasoning and spices,Turmeric,,Kar,,,1,,1,1,90,special,
2531103,2322112.5,2623625,Setare,20098817,nylon,0,493241.5,25,TakhtJamshid,25,2.799999952,0,16,0,0,0,1880.00%,9,6.954999924,9,,140102,104945,10148910048,92884.5,101489,B,Spices and salt,Seasoning and spices,cardamom,,Satar,,,2,green cardamom,2,1,7,,
2473603,2329873.32,2505420,Setare,12670884,nylon,0,175379.4,12,TakhtJamshid,12,3.006999969,0,4,0,0,0,700.00%,0,6.169000149,6.169000149,,140101,208785,10186702471,194156.11,101867,B,Spices and salt,Seasoning and spices,cinnamon,,NanBala,,,3,Wood,3,1,40,A cigarette,
2337000,2337000,2460000,Setare,11836000,nylon,0,123000,12,Irani,12,0,0,5,0,0,0,500.00%,0,0,0,,140103,205000,10123013404,194750,101230,B,Spices and salt,Seasoning and spices,black pepper,,Satar,,,2,,2,1,50,,
2551131,2340487.32,2333946,Golijan,504792739,nylon,0,186715.68,6,Golijan,6,0,0,8,0,0,0,800.00%,9,0,9,,140103,388991,10161408894,390081.22,101614,B,Spices and salt,Seasoning and spices,Turmeric,,Gharb,,,2,,2,1,310,,
2552182,2341451.64,2467488,Setare,7764220,nylon,0,318305.952,12,TakhtJamshid,12,2.943000078,0,10,0,0,0,1290.00%,9,8.345999718,9,,140102,205624,10161409002,195120.97,101614,B,Spices and salt,Seasoning and spices,Baking powder,,Gharb,,,2,,2,1,80,,
2552982,2342185.76,2709800,Setare,13366414,Pat,0,560928.6,8,TakhtJamshid,8,2.703000069,0,18,0,0,0,2070.00%,9,7.645999908,9,,140103,338725,10155405678,292773.22,101554,A,Spices and salt,Seasoning and spices,black pepper,,Ame,,,5,,5,1,90,,
2554415,2343500,2150000,Zari,5384000,nylon,0,0,10,Omid,10,0,0,0,0,0,0,0.00%,9,5.907999992,9,,140103,215000,10177805196,234350,101778,A,Spices and salt,Seasoning and spices,black pepper,,Aman,,,3,,3,1,80,,
